latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
37.96,36,2191,531,1563,524,2.5164,114200
37.96,29,1899,524,1357,443,1.875,97200
37.96,35,1326,346,1023,295,2.0724,97700
37.95,31,2449,595,1801,548,2.6328,110300
37.96,34,1428,335,1272,319,2.5461,93900
37.96,30,950,317,1073,280,1.8664,107800
37.96,25,1728,403,934,412,3.375,133700
37.96,34,2070,357,784,294,4.0417,182800
37.95,35,1612,354,887,331,2.5769,146100
37.95,22,2099,569,1135,509,2.1915,120800
37.96,15,6487,1717,3408,1560,2.1991,133300
37.96,33,1817,441,1220,389,2.5382,103600
37.94,38,2751,522,1390,489,3.7277,165100
37.94,46,1901,295,833,352,5.5196,210800
37.93,40,1141,213,434,196,3.9464,186900
37.95,42,1627,336,848,316,3.7708,144600
37.94,45,1226,279,590,260,2.8833,140400
37.94,47,1882,361,797,342,3.5848,140800
37.94,43,1876,389,807,377,3.1571,141600
37.94,42,1695,345,719,334,3.9417,139100
37.94,44,1769,332,828,309,4.0526,150800
37.95,45,1128,240,702,270,3.6719,134100
37.95,45,1585,329,981,373,3.0313,135800
37.95,46,1543,339,777,322,4.0927,142600
37.95,44,1675,317,806,311,3.0694,135300
37.95,44,1788,368,933,329,2.875,133400
37.95,39,1986,427,1041,385,3.2333,135100
37.95,38,1340,298,766,241,3.2833,111700
37.95,45,2142,431,1318,431,3.0737,111600
37.95,42,1485,290,971,303,3.6094,114600
37.95,38,1042,289,773,248,2.7714,104700
37.94,47,2313,433,947,430,3.942,143300
37.94,44,1917,444,936,435,2.7391,140300
37.94,31,1611,455,786,411,1.681,145500
37.94,42,2206,451,989,444,3.125,143900
37.94,45,2112,493,1406,452,2.3456,105200
37.94,34,1880,459,1358,422,1.6571,105200
37.94,47,1275,275,844,273,2.8967,95600
37.95,38,1066,248,729,286,1.5139,81700
37.94,45,907,188,479,161,3.0862,79000
37.94,27,844,249,583,265,0.9687,105800
37.94,26,1540,343,1007,338,1.3365,72900
37.94,41,2591,585,1638,462,1.822,79700
37.94,49,969,229,599,195,1.3167,71600
37.93,19,1334,366,1048,316,1.7865,88000
37.93,28,1995,488,1182,439,2.3352,84300
37.94,43,369,107,371,111,1.6,79400
37.93,17,1258,254,885,229,3.05,121600
37.94,40,1064,266,912,239,1.0521,69100
37.93,45,3150,756,1798,749,1.75,37900
37.91,18,3507,711,1224,676,5.0524,269800
37.93,47,3453,779,1353,728,4.016,274500
37.94,52,154,33,89,38,3.2875,275000
37.93,30,2515,481,1327,428,2.1287,95000
37.93,39,2002,416,1166,395,1.7257,91500
37.93,44,1891,449,1047,432,1.7727,86100
37.93,42,1796,389,1107,372,1.9375,87000
37.93,37,709,190,644,174,0.8641,84200
37.91,36,1954,513,1437,440,1.125,93800
37.92,36,921,200,585,236,1.9224,94000
37.92,52,215,41,126,43,1.3929,104200
37.91,4,2851,798,1285,712,4.2895,186800
37.93,34,2326,471,1356,441,2.3475,90300
37.93,27,2158,424,1220,442,3.0156,111500
37.93,32,2389,652,1672,584,1.4423,88300
37.93,45,2225,486,1304,459,2.64,112100
37.93,41,268,75,198,82,3.2222,156300
37.92,29,2304,399,1377,454,5.0187,140600
37.92,26,3887,779,2512,740,2.2301,122400
37.92,28,4649,977,2606,953,3.2674,129100
37.91,34,2669,647,1341,555,2.6399,119600
37.91,39,2955,696,1417,682,2.7628,167800
37.91,43,2549,511,1060,528,3.6417,178400
37.91,45,3924,834,1992,773,4.1146,177800
37.93,39,2505,371,872,345,5.3433,286500
37.93,36,2403,408,917,404,5.0399,253400
37.93,40,3056,489,1103,481,5.1067,247300
37.94,47,1911,283,697,275,6.2712,267700
37.92,32,3943,605,1524,614,6.0677,321600
37.92,35,583,88,235,84,5.943,288200
37.92,32,1736,234,602,231,6.516,401000
37.93,34,2254,357,715,306,4.5,304000
37.93,36,1526,256,696,263,3.5089,261900
37.93,33,296,73,216,63,2.675,22500
37.92,30,1014,236,537,204,2.8456,183300
37.92,38,1250,236,631,279,3.724,220100
37.92,12,1895,600,983,519,2.5,195800
37.92,22,1119,220,565,199,3.3594,186900
37.92,43,2116,407,900,361,4.1587,212200
37.92,33,1615,271,710,285,4.0804,239000
37.91,31,1432,348,681,348,2.7243,218100
37.91,39,2686,569,1159,559,2.9441,200400
37.91,40,2866,617,1305,589,3.6321,209100
37.9,37,2125,489,912,462,2.9219,217200
37.9,41,2053,435,873,415,3.4091,223000
37.9,35,1102,308,688,303,2.3946,141700
37.9,30,1772,471,880,437,2.2672,162500
37.92,36,1450,235,568,234,6,311400
37.91,38,2591,424,905,378,5.1691,263200
37.91,46,2085,346,748,354,4.0536,262000
37.91,40,2085,329,796,339,5.5357,273700
37.9,52,2657,500,1131,489,4.4286,234900
37.91,38,2501,348,805,329,6.5576,358500
37.9,49,3191,516,1148,507,6.3538,333700
37.9,52,1369,249,490,248,4.1212,287500
37.91,41,3009,482,1053,490,5.828,324400
37.91,47,1930,315,692,296,6.3669,315500
37.91,48,2083,298,685,286,7.3089,331200
41.8,16,2739,480,1259,436,3.7557,109400
41.8,19,2672,552,1298,478,1.9797,85800
41.75,11,3159,616,1343,479,2.4805,73200
41.77,17,3461,722,1947,647,2.5795,68400
41.78,15,3140,714,1645,640,1.6654,74600
41.73,28,3003,699,1530,653,1.7038,78300
41.75,20,3810,787,1993,721,2.0074,66900
41.76,20,2673,538,1282,514,2.4605,105900
41.74,15,2715,569,1532,530,2.1829,69500
41.95,21,2696,578,1208,494,2.275,122400
41.92,19,1668,324,841,283,2.1336,75000
41.84,17,2677,531,1244,456,3.0313,103600
41.81,17,3276,628,3546,585,2.2868,103100
41.68,22,1880,360,743,314,2.9688,152700
41.88,18,1504,357,660,258,3.13,116700
41.54,22,2920,636,1382,499,2.0202,71100
38.96,20,1451,386,467,255,1.5536,212500
38.95,8,430,107,36,18,2.625,187500
38.95,22,1058,352,851,269,2.02,87500
38.95,21,2046,580,952,353,1.7245,92200
38.95,25,1789,536,1134,396,2.32,91300
38.94,24,2180,517,755,223,2.5875,173400
38.94,27,1709,408,97,44,2.4917,200000
38.94,26,1485,334,406,180,1.9667,84600
38.93,24,856,185,388,108,3.1806,107200
38.96,25,2443,444,868,342,3.5417,114800
38.94,19,1429,292,585,188,2.2589,131600
38.94,27,1492,393,717,254,1.8906,104200
38.93,22,2731,632,1215,483,2.83,110500
38.92,24,1258,216,235,96,4.6,136800
38.94,25,1339,328,503,219,1.9018,109700
38.94,23,1564,298,339,147,4.0417,99300
38.94,24,1216,289,421,185,3.1625,103600
38.94,22,3119,640,786,351,3.0806,118500
38.93,23,1882,414,673,277,2.9091,141900
38.93,28,1194,272,494,203,2.3281,85800
38.93,25,1262,293,534,226,2.6607,90400
38.92,27,2682,606,1010,399,3.15,86900
38.92,28,1408,312,522,221,2.0708,89600
38.93,17,8005,1382,999,383,3.9722,313400
38.93,22,3080,610,1045,425,2.996,126100
38.92,17,1106,207,466,180,3.3295,126600
38.92,26,529,116,191,83,3.5,103600
38.92,23,964,246,485,198,1.7188,96100
38.92,25,1758,357,689,278,2.675,104200
38.91,22,2138,493,829,330,2.2056,107200
38.92,24,1194,246,414,151,3.2396,101900
38.91,27,968,191,283,143,2.0938,94400
38.91,17,2732,609,1005,499,1.9851,86700
38.89,24,1669,422,589,281,3.0089,100800
38.9,21,1653,419,737,308,1.9727,114100
38.88,17,2807,529,675,251,2.7457,107800
38.9,16,3109,572,885,334,3.5,134700
38.91,15,3831,625,984,328,5.0718,162500
38.87,12,1437,268,395,144,4.225,127600
38.84,17,2722,512,828,289,3.5714,109700
38.76,15,3142,618,725,285,4.3333,121400
38.86,16,2708,481,712,261,3.7891,117700
38.89,15,3042,588,918,336,3.8333,118800
38.86,19,2429,459,883,300,3.017,97600
39.06,22,2465,539,381,146,2.875,87500
39.04,18,2040,402,350,129,4.0313,126000
39.01,16,1463,264,54,26,4.975,206300
39.01,19,2967,528,112,48,4.0714,437500
38.91,33,1561,282,30,11,1.875,500001
38.91,7,4341,716,1978,682,4.8311,172200
38.81,11,3522,623,1456,544,3.93,163400
38.94,10,1604,352,540,190,3.7625,113200
38.91,15,3876,778,1960,691,2.902,127300
38.86,11,1720,345,850,326,3.2027,128600
38.83,12,2180,423,1070,377,2.8562,128200
38.81,11,1280,286,609,248,3.1635,132600
38.89,17,1438,324,675,268,2.9444,119300
38.83,15,1374,291,709,239,1.7222,118500
38.85,8,1877,479,884,323,3.4688,120100
38.87,10,81,41,55,16,4.9583,87500
38.9,11,1961,435,113,53,0.9227,95500
38.68,15,5218,711,1949,659,4.7083,213300
38.67,10,2499,331,1040,333,6.844,239600
38.66,22,1831,274,813,269,4.6394,173400
38.7,9,13255,1739,5001,1627,6.314,228900
38.58,12,3425,549,1357,451,5.3344,217500
38.73,7,6322,1046,2957,1024,4.7276,197500
38.69,5,5743,1074,2651,962,4.1163,172500
38.66,4,7392,1155,3096,1065,4.5246,198900
38.67,8,4913,744,2005,723,5.4413,187900
38.67,13,3432,516,1286,470,5.584,186600
38.66,9,2073,404,916,373,3.225,163300
38.68,5,4810,909,2242,900,3.2964,176900
38.69,10,3421,563,1689,545,5.2032,217100
38.66,11,2339,436,1062,380,3.9036,180800
38.65,9,3707,602,1601,555,4.0714,300600
38.65,12,2213,384,1097,351,4.5568,170100
38.62,12,4545,748,2033,718,4.1843,207600
38.79,12,3247,579,1459,517,4.3981,202800
38.77,9,2229,355,788,341,5.5111,196300
38.73,11,5460,859,2645,838,4.835,230600
38.71,13,2692,470,1302,420,4,167400
38.77,11,1013,188,410,158,4.825,184600
38.75,15,1533,300,674,287,2.5625,146100
38.74,17,3685,775,1714,734,2.2269,128300
38.73,17,2616,492,1158,457,2.8807,142600
38.73,38,2005,385,882,353,2.5104,120500
38.74,28,4236,877,2008,881,2.1603,111300
38.74,29,2259,482,1099,463,2.3314,121600
38.76,21,3509,606,1576,564,2.6392,148500
38.73,17,512,129,314,140,1.5625,108300
38.73,31,3117,616,1606,588,2.9844,127900
38.73,42,1276,260,799,259,2.7273,128600
38.72,19,4414,767,1865,699,3.6406,150900
38.76,35,2104,403,1060,400,2.1682,138100
38.75,19,2325,430,967,376,2.9,158700
38.73,17,2146,396,862,351,2.9219,141300
38.77,15,2155,394,857,356,4.03,141200
38.77,21,1661,406,789,319,2.3583,108700
38.76,22,1236,273,615,248,3.0217,106900
38.76,21,1728,417,731,334,1.7266,94700
38.75,17,3145,621,1432,559,2.7201,117500
38.69,13,4492,821,2093,734,4.0709,151700
38.73,11,4577,836,1944,700,4.0675,140200
38.71,10,6305,1150,2597,921,4.0197,132200
38.68,14,1821,316,769,266,3.0789,131700
38.75,9,3006,540,1102,418,3.9812,136600
38.6,14,2925,625,1226,437,2.5865,133800
38.61,19,2715,596,1301,473,2.5042,126400
38.57,8,892,185,427,164,2.6833,118800
38.53,15,432,87,208,73,3.6125,100000
38.61,9,2598,548,796,297,3.5192,98000
38.71,13,1115,255,86,32,3.5667,115600
38.8,34,1988,511,36,15,4.625,162500
38.58,8,3417,604,1703,623,4.0827,170700
38.63,12,1313,231,731,232,5.7373,208300
38.67,14,8396,1578,3952,1474,3.0565,118800
38.65,17,2319,430,1126,372,3.5511,155900
38.69,18,5928,1097,2697,1096,3.4872,141400
38.7,13,5036,1034,2243,923,2.3319,138500
36.73,51,956,196,662,180,2.101,56700
36.73,47,1314,416,1155,326,1.372,49600
36.74,36,607,155,483,146,1.5625,47500
36.73,52,112,28,193,40,1.975,47500
36.73,45,925,231,797,228,1.7011,44800
36.72,43,1286,360,972,345,0.9513,50400
36.72,46,1414,268,902,243,1.5833,56700
36.73,50,772,194,606,167,2.2206,59200
36.73,44,1960,393,1286,381,2.1518,53000
36.72,43,1763,389,1623,390,1.4427,47700
36.73,52,1377,319,1280,259,1.2344,43300
36.73,45,1081,241,821,230,1.7829,52600
36.75,39,1287,332,1386,306,1.5227,46900
36.74,20,1855,519,1091,443,1.5547,93900
36.74,15,1461,415,924,356,2.5045,90300
36.75,35,2114,506,2050,474,1.2375,50000
36.75,31,1404,379,1515,387,1.2813,56400
36.74,35,853,296,1228,289,1.0513,39600
36.74,52,173,87,401,84,2.1094,75000
36.74,25,1717,542,1343,471,0.799,51800
36.75,41,1659,466,1391,447,1.3527,61200
36.75,33,3161,934,3530,846,1.123,46700
36.74,52,610,128,406,122,1.8967,43800
36.72,25,2581,528,1642,509,1.6435,52600
36.72,17,1276,242,927,238,2.6176,54100
36.73,21,1702,358,1347,316,2.4137,62100
36.72,28,60,10,46,13,4.35,67500
36.71,43,355,81,233,75,2.4167,73900
36.72,19,1719,391,1369,368,1.25,53000
36.71,29,1541,291,1007,313,2.0043,53500
36.71,25,1026,221,789,183,1.5625,52800
36.72,19,1334,336,1171,319,1.0481,48500
36.72,15,1908,417,1383,375,1.0472,57800
36.7,23,1731,363,1210,341,1.3922,49500
36.7,28,1592,304,962,282,1.3304,51300
36.7,52,314,57,178,66,1.2404,52500
36.72,22,354,121,530,115,2.1458,34400
36.72,41,1562,322,927,277,1.3047,44100
36.71,35,1987,394,1233,383,1.3587,45300
36.71,17,5872,1250,5034,1224,2.1905,61800
36.71,29,1745,441,1530,391,1.5611,44400
36.72,24,1240,265,1035,232,2.875,60600
36.71,38,1481,32,1543,372,1.4577,49800
36.73,34,1254,272,1056,279,2.3269,50800
36.72,25,3972,842,2863,729,2.1304,58500
36.72,22,3247,859,4179,881,1.3343,60800
36.73,46,1347,282,854,267,1.8723,52600
36.73,39,1553,363,1449,341,1.4419,45500
36.73,39,2290,539,1685,536,1.6325,52100
36.73,42,1236,272,946,261,2.0536,50000
36.75,6,1926,303,965,316,4.7463,93100
36.74,19,2788,614,1365,525,2.7813,120300
36.74,17,2438,598,1563,538,1.5449,62500
36.75,13,2343,409,1347,405,4.0027,93100
36.73,27,2845,417,1219,460,4.9196,117900
36.73,30,2437,349,1005,380,7.2211,171700
36.74,23,2097,385,911,405,3.5128,121600
36.71,25,556,79,249,71,4.4583,108300
36.72,31,843,140,453,149,2.6875,153800
36.73,7,2461,647,1587,551,1.4007,225000
36.73,9,1914,491,1116,424,1.4646,65900
36.72,15,1713,246,766,232,6.8162,127200
36.72,26,2645,1005,1660,991,0.6991,89500
36.73,9,1621,428,678,394,2.2437,54200
36.73,19,3972,585,1586,560,5.2608,151400
36.71,7,2456,463,1350,424,3.0179,91600
36.72,15,2246,456,1190,403,2.0294,70400
36.68,32,755,205,681,207,1.7986,49300
36.69,36,1432,269,836,237,2.1563,88300
36.68,29,1243,312,836,277,1.8355,74200
36.65,20,2512,449,1464,450,3.9211,92300
36.64,33,1036,181,620,174,3.4107,110400
36.62,6,1931,422,1344,414,1.6607,58000
36.63,39,1237,256,638,239,3.0139,65300
36.65,19,2546,463,1257,418,2.9013,89500
36.62,31,834,229,616,211,1.6602,61200
36.62,35,2080,365,1026,333,3.5781,92800
36.59,31,1551,296,1058,287,3.3438,92600
36.68,31,2214,432,1326,416,2.1691,66700
36.65,27,1226,240,706,211,2.77,68400
36.64,30,1694,312,1008,321,2.2466,96000
36.65,34,2263,423,1184,407,1.7692,74200
36.73,43,524,93,302,93,2.6146,81300
36.72,30,1584,316,984,300,2.0658,67900
36.7,32,1485,269,867,271,2.5809,78300
36.74,35,1191,190,537,182,3.5375,96700
36.77,6,1853,473,1397,417,1.4817,72000
36.76,15,3291,772,1738,634,1.976,67300
36.75,41,1022,209,741,213,2.0781,48800
36.75,34,1186,300,774,271,1.575,57100
36.75,33,662,183,607,181,1.3929,55600
36.76,48,2059,388,834,405,2.9306,67900
36.76,51,2419,486,1284,426,2.2029,54200
36.75,52,1827,356,855,353,1.7636,55100
36.76,41,1973,399,1107,375,1.8971,66900
36.76,46,2194,563,924,542,1.4028,68500
36.76,52,1853,437,764,390,1.6429,69200
36.75,52,1788,449,1156,418,1.7298,58400
36.76,52,1792,352,1049,357,2.4375,57100
36.76,52,2224,418,832,406,2.3952,78400
36.76,52,1185,260,635,239,1.175,56100
36.75,52,377,97,530,96,1,45000
36.75,46,2625,593,1368,551,1.5273,59000
36.76,52,2408,498,1361,465,2.1055,61300
36.76,47,1425,323,949,325,1.7344,51300
36.75,49,1175,307,982,278,1.2937,52000
36.75,43,2070,512,1925,444,1.4635,46600
36.76,50,1343,322,1063,342,1.75,49800
36.76,23,3800,1003,3786,917,1.4766,50600
36.75,35,1607,383,1407,382,2.19,53400
36.75,41,1576,417,1567,366,1.2545,45500
36.76,40,2009,519,2219,505,1.2101,49100
36.76,43,1623,294,781,272,1.869,56000
36.76,43,1945,413,1492,422,1.5174,54600
36.75,35,2347,526,1676,481,1.6548,49400
36.74,52,2137,448,1194,444,1.3029,69100
36.74,50,1325,280,811,281,1.8667,62800
36.74,51,1454,235,729,252,3.3125,70100
36.75,44,1818,412,1680,418,1.7083,48300
36.75,39,2233,563,2031,491,1.8641,50800
36.75,47,2236,418,1042,397,2.9545,59600
36.74,39,4893,1210,4749,1067,1.2065,55600
36.74,39,1740,351,1098,347,1.8958,51300
36.75,50,1515,294,852,297,1.9955,54200
36.75,49,2331,460,1290,477,2.5111,55400
36.76,42,2093,470,1621,438,1.7994,58700
36.76,36,912,216,842,219,1.4766,52800
36.76,29,2077,524,1887,489,1.4107,59800
36.76,32,2072,497,2002,470,1.3278,44500
36.76,23,6403,212,3573,1260,2.3006,69000
36.75,11,4832,993,2190,888,2.6611,74700
36.76,30,1548,282,886,311,3.1,71300
36.75,27,1691,282,869,337,3.9514,86900
36.74,14,6202,1551,5561,1435,1.6073,64700
36.75,39,1745,321,901,303,3.1719,67900
36.75,11,3626,779,1819,731,2.4956,87500
36.74,18,8099,1670,4476,1514,2.4728,88300
36.76,28,2675,527,1392,521,2.3108,72000
36.8,34,1768,303,888,314,3.8088,87700
36.79,34,1891,323,966,355,3.6681,82000
36.77,11,5112,1384,2487,1243,2.1461,75900
36.8,15,2376,538,1197,510,3.1417,74600
36.8,16,2396,526,1338,518,2.1653,78800
36.8,15,3045,689,1340,588,3.1953,85700
36.8,17,2056,366,1259,367,3.9338,84700
36.8,17,1415,267,861,293,3.25,81400
36.81,9,1122,290,662,284,2.0536,55000
36.8,31,1746,321,1186,360,2.6932,66400
36.8,25,875,156,646,166,3,72800
36.8,23,2128,442,1047,450,2.625,71500
36.8,24,1316,249,781,260,3.7578,69200
36.81,15,2175,564,1194,482,2.6767,87500
36.77,24,4410,939,2362,862,2.9406,73000
36.77,30,2427,482,1375,518,2.5737,76900
36.77,32,1962,399,1005,392,2.6726,70400
36.78,35,1129,220,474,242,2.4405,74300
36.78,33,1145,197,508,198,2.3333,81300
36.78,27,4049,947,2254,882,2.2467,70700
36.77,36,2507,466,1227,474,2.785,72300
36.77,38,3804,814,2142,816,2.1439,60200
36.77,38,3065,658,1441,625,2.0564,64700
36.78,36,3616,779,1994,786,2.5434,67300
36.78,40,1411,284,609,296,1.9375,67700
36.77,29,2554,705,2669,655,1.2176,61900
36.77,45,1315,256,666,240,2.3562,58100
36.78,37,2185,455,1143,438,1.9784,70700
36.77,30,1610,410,1000,397,2.0357,60200
36.77,52,2964,512,1114,486,3.8105,87600
36.78,50,1818,374,737,338,2.2614,73000
36.78,41,2227,462,1129,415,2.319,59100
36.77,43,2323,502,1144,471,2.3967,58700
36.78,52,2281,371,839,367,3.5972,89900
36.77,49,1749,314,705,300,3.15,72200
36.77,48,1805,329,741,331,2.5804,78900
36.77,43,2341,395,890,375,3.4265,85000
36.78,37,1965,364,796,335,3.625,83400
36.78,36,1370,289,812,282,2.6127,69600
36.77,41,1441,274,646,296,3.0568,71300
36.77,36,2252,468,1117,442,2.9081,65600
36.77,32,2867,615,1705,570,2.4286,68100
36.77,23,2168,503,1190,425,2.625,71600
36.78,30,3162,640,1660,639,2.8359,80300
36.79,8,2875,548,1718,551,3.6522,80200
36.79,7,1932,419,1014,389,3.0938,76700
36.79,5,3821,705,2179,694,3.7821,80400
36.78,4,6102,1114,3406,1115,3.4213,84500
36.78,8,3096,684,1454,545,2.7857,79700
36.78,7,2232,490,1274,499,2.9853,74700
36.77,9,1142,314,620,283,2.0446,81300
36.77,27,1510,344,847,295,2.9315,83200
36.76,10,2067,450,845,354,1.8214,80100
36.75,24,1143,245,608,240,2.8194,81100
36.76,34,1649,323,919,316,2.875,74500
36.79,22,1970,332,1066,319,3.3125,106100
36.76,17,1987,335,1152,313,4.1719,126400
36.77,18,1422,243,702,230,3.6204,119800
36.79,38,1446,285,928,255,2.9808,89600
36.77,20,1745,348,1093,302,2.3194,90600
36.66,19,2020,416,1341,360,1.7,69000
36.74,26,1453,251,896,260,3.4861,112500
36.7,33,1902,370,1168,358,2.6852,70800
36.74,14,3182,730,2298,721,1.6168,71800
36.72,24,1961,422,1559,374,1.8299,57800
36.72,22,1339,251,820,276,3.6,83200
36.72,32,981,237,736,249,1.8,60400
36.74,19,2627,502,1295,441,3.087,88200
36.8,30,1233,214,620,199,3.4297,112500
36.8,45,1270,242,598,214,3.2813,105400
36.8,25,1270,255,1050,245,2.1618,55300
36.79,48,1341,239,671,208,2.7917,82800
36.83,29,2205,366,1072,345,3.8056,165400
36.81,30,2288,474,1435,425,1.3221,61200
36.85,8,2580,372,1111,393,7.5,256200
36.83,4,4833,784,2088,789,5.1781,122500
36.83,15,2563,335,1080,356,6.7181,160300
36.83,11,2497,427,1101,405,4.8036,141600
36.82,12,1488,253,675,223,4.7622,89300
36.82,9,3995,778,1691,712,3.3239,91300
36.82,15,1387,236,638,195,5.5842,88900
36.82,16,1852,274,887,286,5.5405,119300
36.83,2,4055,735,1730,654,4.2132,96500
36.81,4,4530,1070,1804,837,3.3942,72100
36.81,6,1891,341,969,330,4.6726,107800
36.81,15,1743,310,1011,325,3.755,68000
36.8,14,1876,324,1031,311,3.6563,88800
36.8,14,4177,914,2300,867,2.9565,73000
36.8,18,2536,516,1196,466,2.5595,67900
36.85,8,3791,487,1424,475,10.5144,345900
36.84,12,2272,304,840,305,8.9669,213900
36.84,12,2396,290,863,258,8.7716,229200
36.83,17,2273,298,700,263,6.8645,195900
36.83,14,2351,341,1128,363,6.9903,141200
36.83,14,2982,412,1408,423,5.3241,123000
36.83,17,3012,408,987,362,7.4201,229700
36.83,16,2868,376,1016,379,6.1175,144700
36.82,17,2807,376,996,353,5.5357,167700
36.82,14,1087,165,365,176,7.2909,155600
36.82,28,2268,336,752,330,5.2809,151500
36.81,25,3305,551,1149,500,5.0698,150900
36.81,18,2789,378,937,364,7.7062,188300
36.86,10,2902,363,1200,363,8.3608,187300
36.86,7,4139,544,1843,562,8.2737,193500
36.85,8,1519,234,711,248,5.9897,123600
36.84,15,1924,262,848,277,5.3886,125300
36.84,15,2058,412,891,378,3.2569,124400
36.84,7,4907,1075,2014,909,3.2147,111900
36.85,12,782,166,292,164,2.8274,79500
36.86,8,3468,675,1604,626,4.2071,128300
36.85,11,2596,619,1765,539,1.9511,54000
36.84,22,1529,375,1543,395,1.7926,51700
36.86,7,6434,1201,2733,1045,3.7656,145000
36.85,17,2340,370,1174,396,4.2304,94400
36.84,7,2289,342,1077,354,5.4868,158800
36.84,9,2340,544,860,520,3.3229,119300
36.83,19,6789,1200,2325,1109,4.049,126000
36.83,10,5780,922,2712,883,5.6445,135500
36.83,11,2754,663,1328,604,2.3667,69300
36.82,25,2330,462,1215,467,3.2143,93000
36.83,17,1560,261,709,258,4.3315,95800
36.83,15,3356,694,1232,627,2.2215,72200
36.82,23,4358,819,1852,802,3.4167,105200
36.82,22,4241,1147,1929,971,1.7708,53500
36.82,24,5377,1005,2010,982,3.4542,121200
36.81,33,3972,594,1324,561,5.4513,143300
36.8,43,1951,288,725,308,6.3359,169300
36.8,38,2252,325,777,314,6.1575,160100
36.8,24,3756,681,1586,739,3.8571,90100
36.8,33,1670,256,528,250,2.9471,99500
36.8,29,2806,552,1242,540,3.5958,88800
36.8,16,6101,1200,3407,1134,3.125,80800
36.8,16,2849,506,1508,478,3.4074,72700
36.8,19,3244,776,1463,710,2.0469,66900
36.79,35,1872,363,1054,369,3.3272,65600
36.78,35,1789,357,933,357,2.5223,66200
36.78,24,3242,795,2764,773,1.3385,58800
36.79,21,3235,648,1820,614,3.3447,71400
36.79,24,3505,819,2098,774,1.9575,67000
36.78,35,1012,245,633,240,2.0324,55500
36.78,36,1650,313,660,298,3,79700
36.78,36,1582,313,761,318,2.6055,69200
36.79,35,1474,291,709,294,2.6522,65900
36.79,18,5822,1439,3415,1224,1.6854,64700
36.79,35,2314,443,954,457,2.9506,73800
36.79,33,3433,785,1806,783,1.9386,67500
36.78,38,1912,456,1131,408,2.03,58800
36.78,43,2382,431,874,380,3.5542,96500
36.79,39,2471,460,1118,431,2.4167,71900
36.79,45,1337,187,471,187,5.187,153800
36.81,35,1877,328,1155,353,3.069,69600
36.8,34,2200,493,1243,431,1.8514,66500
36.8,27,2462,484,852,449,3.32,124700
36.81,33,1461,261,494,254,4.25,132200
36.79,34,2679,460,1141,470,3.2642,89600
36.78,31,2164,456,959,463,2.3293,73400
36.79,26,1700,423,909,386,2.256,64500
